parameter_id,IMPC_ECH_008_001
mouse_strain,C57BL
pvalue,0.4299412
parameter_name,LVIDd
gene_symbol,Traf6
gene_accession_id,MGI:108072
analysis_id,z42cf245u06i875
mouse_life_stage,Early adult
