parameter_id,M-G-P_006_001_026
pvalue,0.6249916
gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_name,Fusion of vertebrae
analysis_id,21c467u1917utua
