parameter_id,MGP_PBI_019_001
analysis_id,7w6xsoyn96zbc1i
gene_symbol,Bpifa3
mouse_strain,129SV
gene_accession_id,MGI:1920638
parameter_name,Neutrophil percentage
mouse_life_stage,Early adult
pvalue,0.7388388
