gene_symbol,Orc2
mouse_life_stage,E9.5
gene_accession_id,MGI:1328306
mouse_strain,C57BL
parameter_name,BMC/Body weight
analysis_id,8cqpx995i0xu184
parameter_id,HRWLLA_DXA_007_001
pvalue,0.9627651
