parameter_name,Whole arena average speed
gene_symbol,Slc39a10
gene_accession_id,MGI:1914515
mouse_life_stage,E9.5
parameter_id,JAX_OFD_009_001
pvalue,0.4185794
analysis_id,h73vuk11c20lu80
mouse_strain,C57BL
