parameter_id,ESLIM_004_001_701
mouse_life_stage,Early adult
analysis_id,1s6033648971977
mouse_strain,C57BL
pvalue,0.5508231
gene_symbol,Lurap1
parameter_name,Glucose response AUC
gene_accession_id,MGI:1915325
