gene_symbol,Fpgs
parameter_id,M-G-P_008_001_013
gene_accession_id,MGI:95576
mouse_life_stage,Early adult
analysis_id,648f0cc205u1r42
pvalue,0.5521311
mouse_strain,C57BL
parameter_name,Startle Response
