parameter_id,IMPC_CSD_007_001
parameter_name,Coat - color - abdomen
gene_accession_id,MGI:1931322
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,5x5td9p790713v8
pvalue,0.2818223
gene_symbol,Car13
