parameter_id,IMPC_ECH_003_001
gene_symbol,Nucks1
analysis_id,2qy9a688amijv3g
gene_accession_id,MGI:1934811
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,Stroke Volume
pvalue,0.8976413
