parameter_name,Center average speed
gene_accession_id,MGI:106100
mouse_life_stage,Early adult
gene_symbol,Etfdh
mouse_strain,C57BL
analysis_id,o8ux40nd3o3we2r
pvalue,0.1838331
parameter_id,JAXLA_OFD_017_001
