gene_symbol,Ivd
pvalue,0.204986
gene_accession_id,MGI:1929242
parameter_name,Resting Treg cells - % of Treg
analysis_id,5z6e97r8n6bh240
parameter_id,MGP_IMM_011_001
mouse_strain,C57BL
mouse_life_stage,Early adult
