gene_symbol,Wars2
analysis_id,y6092yy7p28btvy
pvalue,1.163025
gene_accession_id,MGI:1917810
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_053_001
parameter_name,Thyroxine
mouse_strain,C57BL
