gene_symbol,Tnfsf8
gene_accession_id,MGI:88328
pvalue,0.9198896
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,q5udi746w3q1437
parameter_name,Transitional B Cells (CD21/35 low)
parameter_id,IMPC_IMM_069_001
