gene_symbol,Alkbh3
gene_accession_id,MGI:1916363
parameter_name,Retinal Blood Vessels
pvalue,0.9766691
parameter_id,IMPC_EYE_024_001
analysis_id,tammr2c709edv4e
mouse_life_stage,Early adult
mouse_strain,C57BL
