gene_accession_id,MGI:894679
gene_symbol,Bach2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_012_001_005
pvalue,0.8116316
parameter_name,Body Weight
analysis_id,d97k6rih67r6aq8
