parameter_id,IMPC_EYE_004_001
gene_symbol,Cldn19
mouse_life_stage,Early adult
gene_accession_id,MGI:3033992
parameter_name,Eyelid morphology
analysis_id,xjw07q5bh031b4j
mouse_strain,C57BL
pvalue,0.6112951
