gene_symbol,Ddx27
mouse_life_stage,Early adult
analysis_id,277a91nf2hyn156
pvalue,0.09463922
gene_accession_id,MGI:2385884
parameter_id,MGP_IMM_036_001
parameter_name,KLRG1+ NK cells - % of NK cells
mouse_strain,129SV
