gene_symbol,Tiprl
mouse_life_stage,E9.5
parameter_name,Coat - hair texture / appearance - abdomen
gene_accession_id,MGI:1915087
analysis_id,md60w1r669o5ri1
mouse_strain,C57BL
pvalue,0.9142624
parameter_id,IMPC_CSD_016_001
