gene_symbol,Cntfr
mouse_life_stage,Early adult
gene_accession_id,MGI:99605
parameter_id,HRWLLA_CSD_008_001
pvalue,0.2005504
analysis_id,e53s2swg15do81r
parameter_name,Coat - color pattern - back
mouse_strain,129SV
