mouse_life_stage,E12.5
parameter_name,Limb coat/hair presence
parameter_id,MGP_CSD_030_001
analysis_id,bh385afjw2z858m
gene_symbol,Fgb
mouse_strain,C57BL
pvalue,0.5267472
gene_accession_id,MGI:99501
