parameter_id,M-G-P_014_001_010
gene_accession_id,MGI:2441730
analysis_id,617l8b4et1908vh
gene_symbol,Tbl1xr1
pvalue,0.3260313
parameter_name,lens opacity
mouse_strain,C57BL
mouse_life_stage,Early adult
