parameter_id,JAX_OFD_020_001
gene_symbol,Dcaf12
analysis_id,769k5g40e3wd327
mouse_life_stage,Early adult
gene_accession_id,MGI:1916220
parameter_name,Distance travelled - total
pvalue,0.749712
mouse_strain,C57BL
