parameter_id,MGP_MLN_064_001
mouse_life_stage,E15.5
mouse_strain,C57BL
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
parameter_name,Total CD4+ T cells - % of CD45+
pvalue,0.2204949
analysis_id,mo40ag3x6brr2d8
