parameter_id,HRWLLA_OFD_011_001
gene_accession_id,MGI:2670995
pvalue,0.1752563
parameter_name,Periphery resting time
gene_symbol,Trp53i11
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,22p9vjzsza096zg
