parameter_id,IMPC_GEL_027_001
mouse_life_stage,Early adult
gene_symbol,Arpc5l
parameter_name,Neural tube closure
gene_accession_id,MGI:1921442
pvalue,0.4324771
mouse_strain,C57BL
analysis_id,9314120o6s22a1r
