parameter_id,IMPC_ACS_036_001
pvalue,0.4906738
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI4
mouse_strain,C57BL
gene_accession_id,MGI:1916363
analysis_id,m25v1hb5kly1hfw
gene_symbol,Alkbh3
