parameter_id,IMPC_ECH_001_001
gene_symbol,Arpc2
mouse_strain,129SV
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
pvalue,0.839104
parameter_name,End-Systolic Diameter
analysis_id,rrtmr9amv6g0b8m
