gene_symbol,Hspa5
parameter_id,IMPC_IMM_006_001
gene_accession_id,MGI:95835
parameter_name,Others
analysis_id,0i582xf0am66ut5
mouse_strain,C57BL
pvalue,1.339776
mouse_life_stage,Early adult
