gene_symbol,Cds2
analysis_id,6om55091c8ky717
mouse_strain,C57BL
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
parameter_id,MGP_IMM_078_001
pvalue,0.3396305
parameter_name,Resting Treg cells - % of CD45+
