gene_symbol,Hnf4a
parameter_name,Mean-cell-volume
mouse_strain,C57BL
analysis_id,l62422997i59moz
mouse_life_stage,Late adult
pvalue,0.2202459
gene_accession_id,MGI:109128
parameter_id,M-G-P_016_001_005
