mouse_life_stage,Middle aged adult
pvalue,0.9022186
gene_accession_id,MGI:2140475
parameter_name,Right kidney weight
gene_symbol,AU040320
parameter_id,IMPC_OWT_004_001
analysis_id,x6t50g734j6n198
mouse_strain,C57BL
