parameter_id,MGP_PBI_010_001
pvalue,0.5584678
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,0k88myp45b3mgf1
gene_symbol,Wars2
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
gene_accession_id,MGI:1917810
