gene_symbol,Psmd14
mouse_life_stage,Early adult
analysis_id,qu7tgxp760011l9
mouse_strain,C57BL
gene_accession_id,MGI:1913284
parameter_name,% Pre-pulse inhibition - PPI2
pvalue,0.9528262
parameter_id,IMPC_ACS_034_001
