gene_symbol,Mecom
parameter_id,ESLIM_014_001_008
mouse_strain,C3H
mouse_life_stage,Early adult
gene_accession_id,MGI:95457
analysis_id,g8fql36h89t0jak
parameter_name,Cornea vascularisation
pvalue,0.6897529
