gene_symbol,Orc2
mouse_strain,C57BL
parameter_name,Tremor
mouse_life_stage,E9.5
parameter_id,TCPLA_CSD_030_001
analysis_id,3815y5gx4rv780t
gene_accession_id,MGI:1328306
pvalue,0.9227526
