parameter_id,IMPC_OFD_022_001
analysis_id,ru1tg2x46ezm75n
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Mgst2
parameter_name,Percentage center time
pvalue,0.8511078
gene_accession_id,MGI:2448481
