mouse_life_stage,Middle aged adult
parameter_name,Resting Treg cells - % of Treg
gene_symbol,AU040320
pvalue,0.3913823
parameter_id,MGP_MLN_010_001
mouse_strain,C57BL
gene_accession_id,MGI:2140475
analysis_id,qb6r1q065829ln0
