mouse_strain,C57BL
pvalue,0.8124368
gene_accession_id,MGI:97838
gene_symbol,Eprs1
mouse_life_stage,E12.5
parameter_name,CD11b-high cDC - % of CD45+
parameter_id,MGP_IMM_129_001
analysis_id,68bo543rr143ae2
