gene_symbol,Slc39a10
parameter_id,M-G-P_005_001_004
mouse_life_stage,E9.5
parameter_name,Bone Mineral Density (excluding skull)
analysis_id,mh7jm2v7h9del18
gene_accession_id,MGI:1914515
pvalue,0.3079507
mouse_strain,C57BL
