mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Bone Mineral Density (excluding skull)
gene_accession_id,MGI:1924054
analysis_id,75ev0mo45s1pkif
gene_symbol,Kdm4c
pvalue,0.5490922
parameter_id,IMPC_DXA_004_001
