gene_symbol,Zmynd8
analysis_id,2g4g63079ep78zc
parameter_id,IMPC_GEL_017_002
parameter_name,Pale yolk sac
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.1015486
