mouse_strain,C57BL
pvalue,0.4162426
gene_accession_id,MGI:103302
mouse_life_stage,Early adult
parameter_name,Placenta Morphology
analysis_id,99tkbxfi09q6tnv
gene_symbol,Bmp7
parameter_id,IMPC_GPO_002_001
