parameter_id,IMPC_GEO_064_001
analysis_id,in0la25pq50x3z6
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Edema
gene_accession_id,MGI:1918345
gene_symbol,Kif24
pvalue,0.7003352
