parameter_id,M-G-P_016_001_001
mouse_strain,C57BL
analysis_id,9tn1zw06kvjzknf
mouse_life_stage,Early adult
pvalue,0.7598641
gene_accession_id,MGI:1914437
parameter_name,White blood cell-count
gene_symbol,Zmynd19
