gene_symbol,Orc2
parameter_id,IMPC_IPG_011_001
mouse_strain,C57BL
pvalue,0.05207867
analysis_id,9q71rym6s3jf01q
gene_accession_id,MGI:1328306
parameter_name,Initial response to glucose challenge
mouse_life_stage,E9.5
