gene_symbol,Ints7
mouse_strain,C57BL
gene_accession_id,MGI:1924315
mouse_life_stage,E9.5
parameter_name,Fasted blood glucose concentration
parameter_id,IMPC_IPG_010_001
analysis_id,44m10648oo1lq2x
pvalue,0.9450558
