mouse_life_stage,Early adult
parameter_id,IMPC_GEL_017_002
gene_accession_id,MGI:1339969
gene_symbol,Gja10
pvalue,0.1087793
mouse_strain,C57BL
analysis_id,q889t993546v56h
parameter_name,Pale yolk sac
