gene_symbol,Kif24
mouse_strain,C57BL
pvalue,0.3150108
gene_accession_id,MGI:1918345
analysis_id,m2j4ki69671j4d4
parameter_name,Heart looping
parameter_id,IMPC_GEL_057_001
mouse_life_stage,Early adult
