gene_symbol,Snrpb2
mouse_life_stage,Early adult
gene_accession_id,MGI:104805
parameter_name,% Pre-pulse inhibition - Global
analysis_id,b185iep4lt8v7pf
mouse_strain,C57BL
pvalue,0.2507953
parameter_id,IMPC_ACS_037_001
