parameter_name,Embryo Size
gene_symbol,Col6a3
gene_accession_id,MGI:88461
analysis_id,h9u93k8pgz9uwx9
parameter_id,IMPC_GEO_019_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.2337956
