gene_symbol,Lpgat1
mouse_strain,C57BL
gene_accession_id,MGI:2446186
parameter_name,Whole arena resting time
parameter_id,HRWLLA_OFD_007_001
analysis_id,163c7bu40w2cz0t
pvalue,0.9165422
mouse_life_stage,Middle aged adult
