gene_symbol,Slc30a4
parameter_id,JAX_LDT_009_001
analysis_id,t180pw9s02z4t0h
gene_accession_id,MGI:1345282
mouse_strain,C57BL
pvalue,0.1179348
parameter_name,Percent time in light
mouse_life_stage,Late adult
