gene_symbol,Nanp
gene_accession_id,MGI:1914561
parameter_id,MGP_MLN_066_001
mouse_life_stage,E18.5
mouse_strain,C57BL
pvalue,0.9792518
parameter_name,Effector CD4+ T helper cells - % of CD45+
analysis_id,126zm4am97n33ap
