gene_symbol,AU040320
parameter_name,Resting CD4+ T helper cells - % of CD45+
parameter_id,MGP_MLN_067_001
mouse_life_stage,Early adult
analysis_id,85f37nmxr4049rf
mouse_strain,C57BL
gene_accession_id,MGI:2140475
pvalue,0.5075051
