parameter_name,Center average speed
parameter_id,JAX_OFD_017_001
mouse_strain,C57BL
gene_accession_id,MGI:1860103
mouse_life_stage,Early adult
pvalue,0.4650146
analysis_id,78g72z754hr376z
gene_symbol,Slc2a8
