gene_symbol,Arpc2
mouse_strain,129SV
analysis_id,qh33zuie98dk19m
parameter_id,MGP_IMM_094_001
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
pvalue,1.277226
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
