parameter_id,ESLIM_011_001_704
mouse_strain,C57BL
gene_accession_id,MGI:108072
mouse_life_stage,Early adult
parameter_name,Prepulse inhibition - PP4
pvalue,0.6029655
gene_symbol,Traf6
analysis_id,hm8261d38z7h8yy
