parameter_id,IMPC_CBC_001_001
gene_symbol,Arnt
gene_accession_id,MGI:88071
parameter_name,Sodium
mouse_strain,C57BL
analysis_id,vjm1107gyc621xw
pvalue,0.2825615
mouse_life_stage,Early adult
