parameter_id,IMPC_CSD_016_001
gene_accession_id,MGI:109356
pvalue,0.9935212
gene_symbol,Snap23
mouse_life_stage,Late adult
parameter_name,Coat - hair texture / appearance - abdomen
mouse_strain,C57BL
analysis_id,x9at98urpg5vh87
