gene_symbol,Wars2
gene_accession_id,MGI:1917810
pvalue,0.2339646
parameter_name,Anophthalmia
analysis_id,nu62djoz2f51270
mouse_strain,C57BL
parameter_id,IMPC_GEO_048_002
mouse_life_stage,E9.5
