parameter_id,IMPC_GEO_011_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,74kc5iwja6eke49
pvalue,0.609243
parameter_name,Blood Vessel Morphology
gene_accession_id,MGI:2670995
gene_symbol,Trp53i11
