parameter_id,IMPC_IMM_046_001
mouse_strain,C57BL
gene_symbol,Sema6c
gene_accession_id,MGI:1338032
pvalue,0.2551525
parameter_name,DN CD44+CD62L- NKT cells
mouse_life_stage,Early adult
analysis_id,3mldg1335197b3q
