mouse_life_stage,Late adult
pvalue,0.7710935
analysis_id,t0u7pro6zvmg182
gene_accession_id,MGI:2446186
mouse_strain,C57BL
parameter_id,HMGULA_CBC_015_001
parameter_name,Total cholesterol
gene_symbol,Lpgat1
