parameter_id,MGP_BMI_006_001
gene_symbol,Zc2hc1a
gene_accession_id,MGI:1914556
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.136757
analysis_id,4680d143u578n37
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
